id,area_sqft,bedrooms,bathrooms,parking,floor,property_type,location,city_tier,age_years,price_inr
4123,1470,2,2,1,10,Apartment,Chennai,tier1,13,10368000
4124,1499,2,2,0,2,Penthouse,Kalyan-Dombivli,tier3,19,3723000
4125,977,2,2,1,3,Independent House,Jodhpur,tier3,16,2860000
4126,1036,5,2,1,6,Studio,Thane,tier2,26,3398000
4127,2405,2,1,2,29,Independent House,Mumbai,tier1,7,14649000
4128,602,2,2,2,0,Apartment,Lucknow,tier2,26,2209000
4129,1353,3,1,1,20,Villa,Kota,tier3,21,2993000
4130,490,3,2,2,27,Independent House,Moradabad,tier3,4,2559000
4131,1320,1,1,1,18,Penthouse,Pune,tier1,3,10389000
4132,200,2,1,1,10,Apartment,Bhubaneswar,tier3,27,950000
4133,1008,2,1,1,0,Studio,Bhubaneswar,tier3,2,3668000
4134,639,2,2,1,4,Villa,Mysore,tier3,19,2127000
4135,1497,2,1,1,11,Apartment,Surat,tier2,9,6016000
4136,779,3,2,1,17,Independent House,Vasai-Virar,tier3,5,3462000
4137,469,3,2,1,22,Villa,Mumbai,tier1,21,3200000
4138,1838,3,1,1,17,Villa,Mysore,tier3,9,5161000
4139,922,3,2,1,2,Studio,Solapur,tier3,10,3431000
4140,2130,4,3,1,29,Studio,Mumbai,tier1,23,12800000
4141,570,1,1,1,5,Independent House,Agra,tier3,0,1794000
4142,1823,5,2,1,17,Studio,Jaipur,tier2,21,6435000
4143,817,5,2,2,29,Apartment,Patna,tier2,13,4359000
4144,1730,2,1,0,28,Penthouse,Salem,tier3,22,2623000
4145,995,4,1,1,29,Independent House,Chennai,tier1,18,5326000
4146,456,2,1,1,18,Villa,Agra,tier3,20,1680000
4147,1209,1,1,1,16,Villa,Pimpri-Chinchwad,tier2,16,4150000
4148,1431,2,2,1,0,Independent House,Chandigarh,tier3,21,2923000
4149,935,3,2,1,24,Villa,Patna,tier2,23,3815000
4150,1711,2,2,2,4,Villa,Mysore,tier3,21,3200000
4151,1965,3,1,1,16,Independent House,Ludhiana,tier3,18,4480000
4152,523,3,2,1,20,Penthouse,Nashik,tier3,20,2215000
4153,200,2,2,1,13,Independent House,Salem,tier3,21,1126000
4154,1074,2,2,1,17,Penthouse,Thiruvananthapuram,tier3,6,3009000
4155,888,2,1,0,23,Independent House,Chennai,tier1,7,6182000
4156,735,4,1,0,15,Apartment,Kota,tier3,20,2527000
4157,905,1,1,1,0,Independent House,Lucknow,tier2,6,4046000
4158,1360,1,1,1,20,Apartment,Thiruvananthapuram,tier3,2,4080000
4159,731,2,2,1,26,Apartment,Srinagar,tier3,13,2513000
4160,2380,2,1,1,14,Independent House,Rajkot,tier3,11,5856000
4161,1532,2,1,0,5,Apartment,Guwahati,tier3,12,3167000
4162,898,4,1,1,14,Apartment,Ghaziabad,tier3,3,3822000
4163,1602,2,2,1,12,Villa,Hyderabad,tier1,14,11217000
4164,1583,1,1,2,3,Villa,Tiruchirappalli,tier3,14,3234000
4165,838,4,1,2,10,Villa,Srinagar,tier3,2,4177000
4166,1689,3,2,2,4,Villa,Meerut,tier3,19,3177000
4167,1212,2,1,1,8,Studio,Jaipur,tier2,5,5902000
4168,1393,4,1,2,13,Apartment,Thane,tier2,29,3785000
4169,1488,3,2,2,10,Penthouse,Vasai-Virar,tier3,2,4858000
4170,2238,2,2,1,20,Apartment,Chennai,tier1,18,13524000
4171,1119,3,2,1,29,Studio,Patna,tier2,1,7560000
4172,538,1,1,1,27,Penthouse,Indore,tier2,7,2218000
4173,1618,3,2,1,7,Studio,Mumbai,tier1,24,8917000
4174,1435,4,1,2,22,Apartment,Bhopal,tier2,16,6860000
4175,250,3,1,1,29,Independent House,Salem,tier3,10,1852000
4176,863,3,2,2,21,Penthouse,Meerut,tier3,0,3814000
4177,1156,1,1,2,14,Apartment,Bareilly,tier3,8,3101000
4178,1596,3,3,0,14,Villa,Hubli-Dharwad,tier3,7,4346000
4179,1084,3,1,1,2,Villa,Visakhapatnam,tier2,33,3089000
4180,722,4,1,1,0,Villa,Meerut,tier3,3,3333000
4181,1098,1,1,1,0,Studio,Kanpur,tier2,24,3783000
4182,733,4,2,1,28,Independent House,Thane,tier2,7,5173000
4183,617,5,2,1,11,Villa,Kota,tier3,37,1464000
4184,1097,4,2,1,0,Penthouse,Kanpur,tier2,11,5596000
4185,1072,3,2,2,27,Apartment,Nagpur,tier2,6,6545000
4186,1084,3,2,1,19,Apartment,Ahmedabad,tier1,9,9658000
4187,1080,2,1,1,0,Studio,Pimpri-Chinchwad,tier2,4,5707000
4188,1542,1,1,0,19,Villa,Warangal,tier3,24,2524000
4189,824,2,1,1,9,Studio,Moradabad,tier3,19,1870000
4190,1154,2,2,1,3,Villa,Jodhpur,tier3,6,3420000
4191,2021,3,1,2,0,Independent House,Tiruchirappalli,tier3,15,4064000
4192,1058,2,2,1,22,Studio,Mumbai,tier1,17,6247000
4193,2006,2,1,0,3,Studio,Warangal,tier3,12,4822000
4194,1208,2,1,1,4,Studio,Pimpri-Chinchwad,tier2,10,5126000
4195,1013,1,1,1,21,Penthouse,Raipur,tier3,8,2530000
4196,1413,1,1,2,8,Studio,Pimpri-Chinchwad,tier2,15,4986000
4197,1586,4,1,1,7,Villa,Chennai,tier1,9,10109000
4198,1041,5,2,2,0,Penthouse,Lucknow,tier2,12,6164000
4199,1144,3,2,1,9,Villa,Chennai,tier1,6,10024000
4200,1142,2,1,0,17,Villa,Guwahati,tier3,1,3625000
4201,2009,2,2,2,22,Villa,Visakhapatnam,tier2,9,8023000
4202,818,4,2,0,5,Independent House,Hubli-Dharwad,tier3,13,2461000
4203,793,2,1,0,1,Villa,Kolkata,tier1,26,3108000
4204,951,1,1,1,7,Apartment,Nashik,tier3,10,2717000
4205,952,4,2,2,5,Penthouse,Jalandhar,tier3,10,3044000
4206,1757,3,2,2,27,Studio,Chennai,tier1,22,11762000
4207,2395,4,1,1,19,Studio,Delhi,tier1,8,16313000
4208,1165,2,2,1,16,Studio,Jalandhar,tier3,0,4811000
4209,461,2,2,1,0,Independent House,Bhopal,tier2,16,2083000
4210,1156,4,2,1,0,Apartment,Hyderabad,tier1,2,10926000
4211,1272,2,1,1,1,Studio,Guwahati,tier3,13,3164000
4212,635,1,1,1,12,Villa,Mumbai,tier1,9,4353000
4213,1371,1,1,1,12,Studio,Pimpri-Chinchwad,tier2,17,4669000
4214,538,3,1,1,0,Villa,Madurai,tier3,23,1569000
4215,1071,4,1,2,24,Independent House,Thiruvananthapuram,tier3,13,4009000
4216,992,4,1,2,7,Apartment,Nagpur,tier2,10,4593000
4217,470,2,1,2,8,Villa,Jaipur,tier2,1,3292000
4218,803,2,1,0,11,Penthouse,Thiruvananthapuram,tier3,9,2499000
4219,1193,4,1,1,5,Villa,Pune,tier1,20,7005000
4220,1272,3,2,1,0,Apartment,Bhopal,tier2,14,6398000
4221,786,2,1,1,12,Studio,Bareilly,tier3,30,1341000
4222,442,3,2,2,2,Penthouse,Jodhpur,tier3,5,2877000
4223,959,4,2,1,10,Independent House,Bangalore,tier1,9,7611000
4224,1396,2,1,1,2,Studio,Madurai,tier3,0,4916000
4225,1204,2,2,1,0,Apartment,Jalandhar,tier3,14,2688000
4226,2042,4,2,1,4,Independent House,Lucknow,tier2,14,7771000
4227,1590,3,3,1,18,Studio,Hyderabad,tier1,19,11249000
4228,278,2,2,1,1,Studio,Agra,tier3,2,2107000
4229,200,1,1,2,2,Independent House,Chandigarh,tier3,10,1316000
4230,1057,3,1,1,14,Penthouse,Chandigarh,tier3,4,4075000
4231,967,3,1,0,23,Villa,Kanpur,tier2,4,5479000
4232,531,3,2,1,18,Penthouse,Tiruchirappalli,tier3,21,1935000
4233,1069,2,2,1,3,Penthouse,Guwahati,tier3,8,2923000
4234,1415,3,3,1,0,Penthouse,Salem,tier3,30,2344000
4235,1454,2,2,2,9,Apartment,Dhanbad,tier3,1,5656000
4236,1479,4,1,1,26,Penthouse,Meerut,tier3,18,3353000
4237,1752,2,1,1,0,Studio,Jodhpur,tier3,2,5743000
4238,1573,5,1,1,12,Villa,Solapur,tier3,6,4884000
4239,2227,3,1,1,21,Apartment,Nashik,tier3,10,6143000
4240,549,2,1,1,21,Independent House,Jaipur,tier2,8,2643000
4241,1295,2,2,1,5,Apartment,Guwahati,tier3,26,2211000
4242,1197,2,2,2,18,Apartment,Kanpur,tier2,18,5310000
4243,849,2,2,1,0,Independent House,Vadodara,tier2,30,2511000
4244,2091,4,2,1,20,Studio,Kalyan-Dombivli,tier3,21,4450000
4245,1653,2,2,1,10,Studio,Dhanbad,tier3,25,2895000
4246,1319,2,2,1,1,Villa,Kota,tier3,26,2532000
4247,2709,3,1,1,17,Apartment,Ahmedabad,tier1,14,14824000
4248,1838,2,2,2,23,Penthouse,Warangal,tier3,12,5239000
4249,1420,4,1,1,7,Independent House,Delhi,tier1,23,7372000
4250,777,4,1,1,14,Apartment,Bhopal,tier2,15,3297000
4251,1828,3,2,1,9,Independent House,Indore,tier2,0,10316000
4252,1433,3,1,1,20,Apartment,Bhopal,tier2,23,5393000
4253,588,3,1,2,5,Independent House,Kolkata,tier1,20,3590000
4254,1852,2,1,0,23,Studio,Moradabad,tier3,19,3189000
4255,641,5,1,1,13,Penthouse,Indore,tier2,12,3992000
4256,1599,3,2,1,10,Independent House,Guwahati,tier3,23,3441000
4257,575,2,1,1,10,Villa,Hyderabad,tier1,19,3762000
4258,1166,2,2,1,25,Independent House,Indore,tier2,8,4812000
4259,1543,2,2,2,0,Penthouse,Thiruvananthapuram,tier3,1,5660000
4260,1241,2,1,2,11,Villa,Indore,tier2,22,4188000
4261,1155,3,2,1,4,Independent House,Solapur,tier3,13,3086000
4262,2385,2,2,1,0,Studio,Patna,tier2,7,10221000
4263,604,2,1,1,2,Villa,Kalyan-Dombivli,tier3,16,2184000
4264,2081,2,2,2,15,Apartment,Pimpri-Chinchwad,tier2,13,8719000
4265,584,1,1,1,0,Villa,Chennai,tier1,18,3109000
4266,1484,2,2,1,9,Villa,Bhopal,tier2,20,4938000
4267,1639,2,1,1,0,Independent House,Warangal,tier3,10,4071000
4268,684,1,1,1,9,Apartment,Ghaziabad,tier3,25,1174000
4269,2503,3,2,1,7,Villa,Moradabad,tier3,4,6515000
4270,1770,2,2,1,11,Penthouse,Agra,tier3,10,4729000
4271,1533,3,3,1,2,Studio,Thane,tier2,22,4817000
4272,1795,2,2,1,7,Penthouse,Indore,tier2,28,4703000
4273,533,2,2,2,0,Villa,Pimpri-Chinchwad,tier2,8,3131000
4274,725,3,2,2,20,Independent House,Solapur,tier3,18,2228000
4275,2236,2,2,0,4,Studio,Chennai,tier1,31,7031000
4276,596,4,1,1,10,Villa,Nagpur,tier2,7,3322000
4277,905,3,1,2,12,Apartment,Hubli-Dharwad,tier3,25,2079000
4278,1323,2,1,1,27,Penthouse,Jalandhar,tier3,2,3907000
4279,1240,2,2,1,0,Independent House,Aligarh,tier3,26,2462000
4280,602,2,1,2,7,Penthouse,Chennai,tier1,19,4015000
4281,347,1,1,0,30,Studio,Madurai,tier3,3,1399000
4282,2350,1,1,1,13,Studio,Bangalore,tier1,12,15025000
4283,2359,2,1,1,2,Studio,Delhi,tier1,16,14356000
4284,1510,2,2,1,10,Apartment,Ghaziabad,tier3,8,4582000
4285,557,3,2,1,0,Apartment,Bareilly,tier3,2,3216000
4286,456,2,2,1,29,Apartment,Tiruchirappalli,tier3,22,1541000
4287,966,4,1,1,13,Penthouse,Pimpri-Chinchwad,tier2,3,5197000
4288,1768,3,1,2,7,Apartment,Ghaziabad,tier3,14,4162000
4289,377,3,2,1,17,Studio,Moradabad,tier3,5,2549000
4290,1457,2,1,1,28,Penthouse,Nagpur,tier2,18,5046000
4291,724,3,2,1,0,Penthouse,Raipur,tier3,5,2818000
4292,269,2,2,2,22,Studio,Surat,tier2,22,1515000
4293,1950,3,1,1,10,Studio,Ahmedabad,tier1,12,11783000
4294,1138,2,2,1,2,Villa,Srinagar,tier3,12,3134000
4295,2405,3,1,1,5,Studio,Bhopal,tier2,3,10783000
4296,620,2,2,1,12,Villa,Salem,tier3,9,2471000
4297,1154,1,1,0,1,Studio,Patna,tier2,16,3328000
4298,1568,5,2,0,12,Penthouse,Jaipur,tier2,11,8620000
4299,1186,1,1,1,8,Apartment,Srinagar,tier3,25,2017000
4300,233,4,1,1,20,Villa,Jaipur,tier2,3,2505000
4301,2072,4,1,1,15,Penthouse,Delhi,tier1,9,14716000
4302,603,3,2,1,27,Villa,Kalyan-Dombivli,tier3,12,2106000
4303,672,1,1,1,15,Villa,Dhanbad,tier3,15,1748000
4304,1070,3,2,1,0,Villa,Bangalore,tier1,13,7482000
4305,1282,3,2,1,0,Apartment,Vadodara,tier2,22,4212000
4306,976,2,2,1,0,Penthouse,Kolkata,tier1,20,5380000
4307,2057,3,2,1,21,Studio,Dhanbad,tier3,25,4422000
4308,676,2,1,1,17,Apartment,Hyderabad,tier1,18,4708000
4309,1978,2,2,1,17,Apartment,Surat,tier2,7,8164000
4310,1010,5,2,2,5,Apartment,Jodhpur,tier3,15,3547000
4311,1591,3,1,1,0,Penthouse,Bangalore,tier1,14,9790000
4312,1976,2,2,1,22,Studio,Vadodara,tier2,22,5787000
4313,266,2,2,1,22,Apartment,Srinagar,tier3,14,1503000
4314,1223,1,1,1,28,Studio,Jaipur,tier2,34,2184000
4315,200,1,1,1,4,Independent House,Mysore,tier3,11,927000
4316,688,2,2,1,3,Apartment,Bhubaneswar,tier3,5,2478000
4317,319,2,2,1,16,Studio,Ludhiana,tier3,14,1721000
4318,1467,2,2,1,25,Apartment,Surat,tier2,7,7264000
4319,478,2,1,1,8,Studio,Moradabad,tier3,12,1722000
4320,2287,1,1,2,0,Studio,Ludhiana,tier3,18,4827000
4321,788,3,1,1,22,Apartment,Mysore,tier3,7,2827000
4322,1785,2,1,1,1,Independent House,Hubli-Dharwad,tier3,10,4118000
4323,1052,3,2,2,1,Penthouse,Kanpur,tier2,4,6272000
4324,2577,2,2,1,24,Independent House,Visakhapatnam,tier2,13,9426000
4325,788,4,1,0,2,Villa,Thane,tier2,8,4661000
4326,597,3,3,1,19,Villa,Nashik,tier3,7,3093000
4327,1730,2,1,1,22,Penthouse,Thiruvananthapuram,tier3,6,3795000
4328,2174,2,1,1,30,Apartment,Kanpur,tier2,8,10610000
4329,606,3,2,1,8,Penthouse,Chandigarh,tier3,20,1968000
4330,531,2,2,1,16,Studio,Madurai,tier3,23,1622000
4331,1496,2,2,2,12,Penthouse,Hubli-Dharwad,tier3,13,4555000
4332,954,2,1,1,15,Villa,Kalyan-Dombivli,tier3,6,3281000
4333,1333,2,1,1,17,Apartment,Nagpur,tier2,12,5076000
4334,777,2,1,1,9,Apartment,Thane,tier2,6,4005000
4335,712,1,1,1,17,Independent House,Bangalore,tier1,21,4314000
4336,1702,3,2,2,25,Penthouse,Ludhiana,tier3,12,5403000
4337,669,4,2,1,0,Villa,Salem,tier3,13,2279000
4338,1507,2,2,2,5,Villa,Bangalore,tier1,12,9977000
4339,591,4,1,1,26,Apartment,Raipur,tier3,23,2371000
4340,1412,5,2,1,2,Studio,Bangalore,tier1,18,7435000
4341,1104,1,1,2,30,Independent House,Chennai,tier1,21,6153000
4342,1768,2,1,1,0,Independent House,Pimpri-Chinchwad,tier2,29,5011000
4343,1534,2,2,1,4,Independent House,Thiruvananthapuram,tier3,3,4981000
4344,560,2,1,1,19,Studio,Solapur,tier3,25,1657000
4345,1081,3,2,1,30,Penthouse,Salem,tier3,5,4271000
4346,1913,3,2,2,9,Apartment,Thane,tier2,7,9175000
4347,1322,1,1,1,24,Independent House,Dhanbad,tier3,0,4227000
4348,1110,2,2,2,11,Independent House,Ahmedabad,tier1,14,8458000
4349,1705,3,2,1,2,Villa,Warangal,tier3,13,4221000
4350,737,2,2,2,5,Studio,Pune,tier1,0,7362000
4351,1371,2,2,1,12,Studio,Ludhiana,tier3,26,2510000
4352,1091,2,2,1,14,Studio,Chennai,tier1,23,7073000
4353,1520,2,2,1,21,Studio,Pimpri-Chinchwad,tier2,12,6002000
4354,1511,2,1,1,1,Independent House,Pimpri-Chinchwad,tier2,1,6913000
4355,1188,3,2,1,0,Apartment,Bareilly,tier3,27,2767000
4356,897,1,1,1,11,Villa,Ludhiana,tier3,9,2052000
4357,387,2,2,1,21,Independent House,Vadodara,tier2,8,2542000
4358,1736,5,1,1,7,Independent House,Hubli-Dharwad,tier3,9,5083000
4359,1306,2,1,2,6,Independent House,Thiruvananthapuram,tier3,6,3174000
4360,267,3,1,1,0,Independent House,Mysore,tier3,11,1802000
4361,1248,2,1,1,21,Studio,Nashik,tier3,12,3808000
4362,881,2,2,1,19,Penthouse,Jalandhar,tier3,15,2510000
4363,564,4,3,0,12,Apartment,Patna,tier2,10,3739000
4364,1851,4,1,1,15,Apartment,Tiruchirappalli,tier3,31,3296000
4365,738,3,2,2,15,Penthouse,Bhopal,tier2,24,3253000
4366,900,3,1,1,12,Villa,Pune,tier1,21,4738000
4367,553,4,2,0,1,Apartment,Patna,tier2,13,3060000
4368,1481,4,1,1,24,Apartment,Lucknow,tier2,15,6509000
4369,854,1,1,1,8,Penthouse,Salem,tier3,26,1609000
4370,725,1,1,1,13,Apartment,Bareilly,tier3,8,1975000
4371,406,2,1,2,21,Apartment,Jaipur,tier2,24,1851000
4372,840,5,1,2,28,Independent House,Chandigarh,tier3,26,2461000
4373,200,4,1,0,0,Apartment,Raipur,tier3,13,1804000
4374,1568,1,1,2,11,Villa,Kanpur,tier2,18,6212000
4375,984,2,2,2,19,Apartment,Thiruvananthapuram,tier3,14,2763000
4376,1004,3,1,1,4,Apartment,Agra,tier3,15,2914000
4377,1188,3,2,1,12,Independent House,Guwahati,tier3,15,2715000
4378,882,1,1,1,27,Independent House,Thiruvananthapuram,tier3,19,2016000
4379,2274,3,2,2,0,Villa,Chennai,tier1,18,13003000
4380,679,2,2,2,21,Penthouse,Varanasi,tier3,7,3057000
4381,1114,2,1,1,20,Villa,Surat,tier2,7,5909000
4382,1337,2,2,1,16,Independent House,Delhi,tier1,22,7356000
4383,1092,4,1,2,19,Independent House,Ghaziabad,tier3,7,3836000
4384,1166,3,1,1,19,Villa,Solapur,tier3,8,3897000
4385,927,4,1,1,26,Villa,Kolkata,tier1,11,7392000
4386,1414,4,2,1,2,Independent House,Mumbai,tier1,16,8096000
4387,1694,3,1,1,4,Villa,Mysore,tier3,26,2704000
4388,2324,2,1,1,11,Penthouse,Visakhapatnam,tier2,24,6062000
4389,2210,3,3,2,21,Penthouse,Vasai-Virar,tier3,3,6957000
4390,246,3,2,0,14,Apartment,Lucknow,tier2,6,2066000
4391,1865,5,1,1,28,Villa,Chennai,tier1,16,12295000
4392,1329,3,3,1,5,Penthouse,Raipur,tier3,11,3651000
4393,257,1,1,1,14,Villa,Bhopal,tier2,11,1533000
4394,936,4,1,1,24,Independent House,Visakhapatnam,tier2,20,3256000
4395,2369,3,2,1,14,Apartment,Nashik,tier3,3,6388000
4396,200,2,2,1,7,Villa,Chennai,tier1,10,2349000
4397,881,3,1,2,3,Penthouse,Mumbai,tier1,14,5714000
4398,200,2,2,1,2,Penthouse,Moradabad,tier3,21,1102000
4399,688,4,2,2,17,Villa,Moradabad,tier3,11,3157000
4400,1383,4,1,1,18,Villa,Ahmedabad,tier1,13,10845000
4401,1355,2,2,1,29,Studio,Chandigarh,tier3,18,2597000
4402,1487,2,1,0,22,Independent House,Srinagar,tier3,28,2584000
4403,2255,2,2,1,0,Villa,Pune,tier1,7,18366000
4404,1728,2,1,1,28,Apartment,Guwahati,tier3,1,4982000
4405,1539,3,2,2,29,Apartment,Thane,tier2,15,6646000
4406,693,1,1,1,0,Studio,Bhubaneswar,tier3,5,2299000
4407,1293,2,1,1,24,Studio,Delhi,tier1,30,4914000
4408,1913,2,2,1,0,Apartment,Vadodara,tier2,20,6317000
4409,200,1,1,1,0,Villa,Hyderabad,tier1,17,1829000
4410,1386,2,2,2,2,Apartment,Thane,tier2,16,5006000
4411,1339,3,2,1,20,Villa,Guwahati,tier3,15,3390000
4412,1482,5,2,1,15,Apartment,Dhanbad,tier3,26,3831000
4413,1763,3,2,1,0,Apartment,Vasai-Virar,tier3,3,5532000
4414,1277,1,1,0,11,Apartment,Bhopal,tier2,6,5000000
4415,383,2,1,1,4,Studio,Meerut,tier3,20,1148000
4416,752,4,1,1,0,Villa,Meerut,tier3,1,4013000
4417,1456,2,2,1,0,Studio,Mumbai,tier1,8,8605000
4418,1521,2,2,1,17,Independent House,Ghaziabad,tier3,19,3641000
4419,200,4,2,1,29,Apartment,Bangalore,tier1,40,1298000
4420,1415,3,2,1,10,Villa,Pune,tier1,23,6595000
4421,964,2,1,0,24,Independent House,Kota,tier3,4,2738000
4422,2093,3,1,2,14,Penthouse,Varanasi,tier3,3,6185000
4423,1714,1,1,0,4,Studio,Hubli-Dharwad,tier3,3,4680000
4424,733,3,2,1,0,Studio,Hyderabad,tier1,6,5225000
4425,1292,2,2,0,7,Independent House,Vadodara,tier2,8,5190000
4426,1092,3,2,2,29,Penthouse,Jodhpur,tier3,30,2480000
4427,1767,2,2,2,30,Independent House,Ahmedabad,tier1,22,10476000
4428,1381,4,3,1,10,Penthouse,Hubli-Dharwad,tier3,11,4864000
4429,692,3,1,1,30,Apartment,Lucknow,tier2,12,3871000
4430,664,2,2,1,0,Penthouse,Guwahati,tier3,3,2528000
4431,1354,4,2,0,13,Penthouse,Kolkata,tier1,15,9323000
4432,1059,3,2,1,21,Villa,Bareilly,tier3,9,3121000
4433,679,2,1,1,0,Apartment,Ghaziabad,tier3,9,2039000
4434,764,3,3,1,6,Studio,Mumbai,tier1,5,6737000
4435,1475,5,2,1,4,Apartment,Ahmedabad,tier1,3,14339000
4436,1055,5,1,1,3,Apartment,Bareilly,tier3,14,3777000
4437,695,2,2,2,18,Villa,Moradabad,tier3,20,2065000
4438,948,2,1,1,2,Studio,Bareilly,tier3,29,1553000
4439,2695,3,2,2,27,Villa,Raipur,tier3,17,6524000
4440,2544,4,2,1,14,Apartment,Surat,tier2,4,12514000
4441,833,2,1,0,18,Villa,Bhopal,tier2,0,4547000
4442,200,4,2,0,17,Studio,Warangal,tier3,6,2394000
4443,470,4,2,1,10,Villa,Nashik,tier3,11,2358000
4444,2216,5,1,1,17,Independent House,Kolkata,tier1,20,13822000
4445,349,3,3,1,0,Villa,Jaipur,tier2,17,2261000
4446,1535,3,2,1,24,Independent House,Salem,tier3,21,3455000
4447,407,3,1,1,0,Villa,Warangal,tier3,15,1879000
4448,1139,3,2,1,10,Villa,Thane,tier2,6,6091000
4449,1811,2,2,1,11,Studio,Bhopal,tier2,10,8889000
4450,2344,3,2,1,0,Villa,Bhubaneswar,tier3,26,3534000
4451,781,2,2,2,18,Penthouse,Kota,tier3,5,3390000
4452,531,1,1,0,8,Villa,Chandigarh,tier3,13,1208000
4453,200,2,1,1,17,Villa,Pimpri-Chinchwad,tier2,31,1094000
4454,923,1,1,1,17,Villa,Ahmedabad,tier1,12,5867000
4455,827,3,2,1,26,Studio,Raipur,tier3,21,2209000
4456,1540,4,1,1,0,Apartment,Aligarh,tier3,1,5315000
4457,1364,3,2,1,30,Studio,Kota,tier3,3,4905000
4458,1029,2,1,1,10,Studio,Rajkot,tier3,18,2906000
4459,1771,3,2,1,22,Villa,Faridabad,tier3,31,2746000
4460,1195,2,2,2,15,Independent House,Agra,tier3,7,3733000
4461,666,2,2,1,6,Penthouse,Indore,tier2,17,2781000
4462,726,2,2,1,5,Studio,Kanpur,tier2,20,2818000
4463,1878,4,1,1,21,Studio,Jodhpur,tier3,30,3769000
4464,578,2,2,2,7,Studio,Moradabad,tier3,0,2768000
4465,867,2,1,1,12,Independent House,Thane,tier2,36,2205000
4466,1255,2,1,1,0,Independent House,Ludhiana,tier3,4,3769000
4467,1770,3,1,1,14,Studio,Aligarh,tier3,16,4253000
4468,609,5,1,1,1,Apartment,Rajkot,tier3,22,2790000
4469,200,2,2,2,6,Independent House,Visakhapatnam,tier2,15,1924000
4470,1913,3,2,1,0,Penthouse,Visakhapatnam,tier2,6,9657000
4471,937,3,2,1,3,Villa,Chennai,tier1,12,5644000
4472,487,2,2,1,19,Independent House,Ghaziabad,tier3,19,1608000
4473,1526,2,2,1,3,Independent House,Rajkot,tier3,3,3981000
4474,1656,2,2,1,5,Studio,Moradabad,tier3,20,3224000
4475,1568,1,1,2,8,Villa,Moradabad,tier3,19,2546000
4476,1210,3,2,1,2,Villa,Kanpur,tier2,2,6597000
4477,803,2,2,1,17,Villa,Patna,tier2,4,4033000
4478,200,2,2,1,11,Penthouse,Hubli-Dharwad,tier3,0,1587000
4479,1205,3,2,1,0,Apartment,Bhubaneswar,tier3,11,3328000
4480,1268,3,2,2,5,Independent House,Mysore,tier3,16,4086000
4481,700,4,2,1,18,Independent House,Guwahati,tier3,4,2927000
4482,2024,4,3,2,0,Penthouse,Dhanbad,tier3,15,4684000
4483,1520,3,3,1,21,Studio,Meerut,tier3,11,5441000
4484,1331,3,2,1,0,Villa,Pimpri-Chinchwad,tier2,5,5494000
4485,1468,2,2,2,14,Apartment,Jaipur,tier2,22,4653000
4486,1543,3,1,1,11,Apartment,Ludhiana,tier3,21,3460000
4487,1280,2,1,1,1,Penthouse,Kalyan-Dombivli,tier3,9,4079000
4488,1045,4,2,1,22,Villa,Tiruchirappalli,tier3,2,4439000
4489,608,4,2,1,0,Villa,Hubli-Dharwad,tier3,8,2629000
4490,1607,2,2,1,20,Penthouse,Kolkata,tier1,4,11815000
4491,744,3,1,2,18,Penthouse,Guwahati,tier3,17,2879000
4492,626,3,2,1,30,Villa,Agra,tier3,15,2341000
4493,433,3,1,2,21,Penthouse,Moradabad,tier3,2,2466000
4494,290,3,1,1,1,Villa,Rajkot,tier3,4,1960000
4495,944,2,2,1,15,Independent House,Salem,tier3,9,3429000
4496,1387,3,2,0,3,Villa,Rajkot,tier3,7,3796000
4497,1066,2,2,1,19,Penthouse,Chandigarh,tier3,10,3732000
4498,1150,4,3,1,0,Villa,Bhopal,tier2,12,5612000
4499,444,2,2,2,17,Apartment,Hubli-Dharwad,tier3,12,1734000
4500,910,2,2,1,20,Independent House,Jodhpur,tier3,22,2052000
4501,1974,1,1,1,2,Independent House,Visakhapatnam,tier2,11,9039000
4502,1262,3,2,0,14,Studio,Madurai,tier3,13,3389000
4503,1149,3,1,1,1,Studio,Delhi,tier1,8,7725000
4504,1660,4,2,1,2,Studio,Dhanbad,tier3,13,4388000
4505,446,3,2,2,3,Studio,Bareilly,tier3,12,2704000
4506,2207,2,2,1,19,Villa,Ludhiana,tier3,26,3467000
4507,2494,2,2,1,30,Independent House,Varanasi,tier3,10,4839000
4508,2138,4,3,1,22,Penthouse,Jodhpur,tier3,34,2670000
4509,2342,2,1,1,16,Villa,Jodhpur,tier3,10,6588000
4510,620,4,2,2,9,Apartment,Solapur,tier3,12,2932000
4511,1256,3,2,2,28,Independent House,Kalyan-Dombivli,tier3,13,3807000
4512,2384,2,2,1,10,Studio,Bhubaneswar,tier3,21,4461000
4513,1429,3,2,2,14,Penthouse,Hubli-Dharwad,tier3,10,4255000
4514,1338,1,1,1,14,Villa,Varanasi,tier3,0,3881000
4515,1624,3,2,1,30,Studio,Faridabad,tier3,7,5226000
4516,776,2,2,2,3,Studio,Thiruvananthapuram,tier3,2,3146000
4517,1130,3,1,1,19,Independent House,Raipur,tier3,17,2754000
4518,2484,2,2,1,16,Penthouse,Madurai,tier3,3,6252000
4519,1015,2,2,1,4,Apartment,Kota,tier3,20,2552000
4520,265,1,1,1,10,Villa,Aligarh,tier3,18,960000
4521,488,2,2,1,13,Studio,Mumbai,tier1,8,4305000
4522,1963,2,2,2,19,Villa,Jalandhar,tier3,23,3979000
